car_brand,model,price,year,location,fuel,km_driven,gear,ownership,monthly_payment
Hyundai,EonERA PLUS,330399,2016,Hyderabad,Petrol,10674,Manual,2,7350
Maruti,Wagon R 1.0LXI,350199,2011,Hyderabad,Petrol,20979,Manual,1,7790
Maruti,Alto K10LXI,229199,2011,Hyderabad,Petrol,47330,Manual,2,5098
Maruti,RitzVXI BS IV,306399,2011,Hyderabad,Petrol,19662,Manual,1,6816
Tata,NanoTWIST XTA,208699,2015,Hyderabad,Petrol,11256,Automatic,1,4642
Maruti,AltoLXI,249699,2012,Hyderabad,Petrol,28434,Manual,1,5554
Maruti,AltoLXI,240599,2011,Hyderabad,Petrol,31119,Manual,1,5352
Maruti,Alto K10LXI,191999,2010,Hyderabad,Petrol,10910,Manual,1,4271
Honda,Brio1.2 S MT I VTEC,362299,2013,Hyderabad,Petrol,40362,Manual,2,8059
Maruti,Wagon R 1.0VXI,385799,2014,Hyderabad,Petrol,15673,Manual,2,8582
Maruti,AltoLXI,229499,2011,Hyderabad,Petrol,35039,Manual,1,5105
Hyundai,i10SPORTZ 1.1 IRDE2,401599,2015,Hyderabad,Petrol,32606,Manual,2,8933
Hyundai,i10MAGNA 1.2 KAPPA2,368999,2013,Hyderabad,Petrol,35377,Manual,1,8208
Honda,Brio1.2 V MT I VTEC,405199,2012,Hyderabad,Petrol,32173,Manual,1,9013
Maruti,SwiftVXI,403899,2011,Hyderabad,Petrol,46729,Manual,1,8985
Maruti,Alto 800LXI,234999,2012,Hyderabad,Petrol,44068,Manual,2,5227
Maruti,AltoLXI,241599,2011,Hyderabad,Petrol,26790,Manual,1,5374
Hyundai,i10MAGNA 1.2 KAPPA2,328999,2012,Hyderabad,Petrol,44883,Manual,1,7318
Hyundai,i10SPORTZ 1.1 IRDE2,361899,2014,Hyderabad,Petrol,28446,Manual,1,8050
Maruti,Alto 800VXI,300599,2015,Hyderabad,Petrol,29145,Manual,1,6687
Maruti,Alto K10VXI,356099,2017,Hyderabad,Petrol,24809,Manual,2,7921
Maruti,Alto 800VXI,295099,2015,Hyderabad,Petrol,25048,Manual,2,6564
Maruti,Alto K10LXI,226699,2011,Hyderabad,Petrol,47359,Manual,2,5043
Hyundai,Santro XingGL PLUS,348899,2013,Hyderabad,Petrol,13658,Manual,2,7761
Maruti,Alto K10VXI,283199,2012,Hyderabad,Petrol,28852,Manual,2,6300
Maruti,AltoLXI,255799,2012,Hyderabad,Petrol,37800,Manual,1,5690
Hyundai,Grand i10ASTA 1.2 VTVT,535699,2017,Hyderabad,Petrol,19187,Manual,1,11916
Maruti,Alto K10LXI,283399,2013,Hyderabad,Petrol,25953,Manual,1,6304
Maruti,Eeco5 STR WITH AC PLUSHTR,452799,2019,Hyderabad,Petrol,15398,Manual,1,10072
Maruti,RitzVXI BS IV,367099,2012,Hyderabad,Petrol,24079,Manual,1,8166
Maruti,Alto 800LXI,349399,2018,Hyderabad,Petrol,18313,Manual,1,7772
Renault,KwidRXT 1.0 EASY-R AT OPTION,480999,2019,Hyderabad,Petrol,17078,Automatic,1,10700
Hyundai,i10MAGNA 1.2 KAPPA2,333899,2012,Hyderabad,Petrol,46986,Manual,1,7427
Maruti,AltoVXI,375299,2019,Hyderabad,Petrol,9222,Manual,1,8348
Maruti,AltoLXI,218699,2011,Hyderabad,Petrol,59373,Manual,2,4865
Maruti,Alto 800LXI,258199,2013,Hyderabad,Petrol,42131,Manual,1,5743
Maruti,Alto K10LXI,254299,2012,Hyderabad,Petrol,36870,Manual,2,5657
Maruti,Alto K10VXI,410699,2019,Hyderabad,Petrol,11699,Manual,1,9136
Maruti,OMNI ESTD,203699,2012,Hyderabad,Petrol,21950,Manual,1,4531
Hyundai,i10SPORTZ 1.2 KAPPA2,336299,2012,Hyderabad,Petrol,45099,Manual,1,7481
Hyundai,i10SPORTZ 1.1 IRDE2,401699,2014,Hyderabad,Petrol,27828,Manual,1,8936
Hyundai,i10SPORTZ 1.2 KAPPA2,338699,2011,Hyderabad,Petrol,39998,Manual,1,7534
Hyundai,i20MAGNA 1.2 VTVT,357399,2012,Hyderabad,Petrol,53847,Manual,1,7950
Maruti,AltoLXI,238099,2012,Hyderabad,Petrol,34881,Manual,1,5296
Maruti,SwiftVXI,613499,2018,Hyderabad,Petrol,19527,Manual,2,13647
Hyundai,i10SPORTZ 1.2 KAPPA2,314399,2011,Hyderabad,Petrol,57568,Manual,2,6994
Hyundai,Grand i10SPORTS 1.2 VTVT,498899,2017,Hyderabad,Petrol,18950,Manual,2,11098
Honda,,630399,2019,Hyderabad,Petrol,7093,Automatic,1,14023
Maruti,Wagon R 1.0VXI,301099,2011,Hyderabad,Petrol,61836,Manual,2,6698
Hyundai,i10ERA,222699,2008,Hyderabad,Petrol,83568,Manual,2,4954
Hyundai,i10MAGNA 1.2 KAPPA2,346399,2011,Hyderabad,Petrol,44470,Manual,2,7705
Maruti,Eeco5 STR WITH AC PLUSHTR,403399,2018,Hyderabad,Petrol,18791,Manual,1,8973
Maruti,Wagon R 1.0LXI CNG,298099,2011,Hyderabad,Petrol + CNG,59661,Manual,2,6631
Honda,Brio1.2 V MT I VTEC,368899,2012,Hyderabad,Petrol,58292,Manual,1,8206
Hyundai,Grand i10SPORTS 1.2 VTVT,461599,2015,Hyderabad,Petrol,45191,Manual,1,10268
Hyundai,i10MAGNA 1.2,310999,2010,Hyderabad,Petrol,23488,Manual,1,6918
Hyundai,i10SPORTZ 1.2 AT KAPPA2,393499,2011,Hyderabad,Petrol,31976,Automatic,2,8753
Hyundai,i10MAGNA 1.2,312399,2010,Hyderabad,Petrol,55317,Manual,1,6949
Maruti,Alto 800LXI,309699,2013,Hyderabad,Petrol,31384,Manual,1,6889
Maruti,AltoLXI,206199,2011,Hyderabad,Petrol,66212,Manual,2,4587
Maruti,RitzVXI BS IV,372899,2012,Hyderabad,Petrol,31891,Manual,2,8295
Maruti,Alto K10VXI,279799,2013,Hyderabad,Petrol,44958,Manual,2,6224
Hyundai,i10MAGNA 1.2 KAPPA2,319399,2012,Hyderabad,Petrol,50097,Manual,2,7105
Maruti,Alto 800LXI,324499,2018,Hyderabad,Petrol,20687,Manual,2,7218
Maruti,Wagon R StingrayVXI,353699,2013,Hyderabad,Petrol,51120,Manual,2,7868
Honda,Brio1.2 V MT I VTEC,398399,2012,Hyderabad,Petrol,42518,Manual,1,8862
Hyundai,Grand i10SPORTZ O 1.2,534799,2017,Hyderabad,Petrol,17700,Manual,1,11896
Hyundai,Grand i10SPORTS 1.2 VTVT,528399,2016,Hyderabad,Petrol,33396,Manual,1,11754
Maruti,Alto 800LXI,335499,2018,Hyderabad,Petrol,25725,Manual,1,7463
Maruti,Eeco5 STR WITH AC PLUSHTR,493799,2019,Hyderabad,Petrol,9128,Manual,1,10984
Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,541999,2018,Hyderabad,Petrol,9147,Manual,1,12056
Maruti,AltoLXI,240299,2012,Hyderabad,Petrol,50011,Manual,2,5345
Maruti,CelerioZXI OPT,402799,2015,Hyderabad,Petrol,43028,Manual,2,8960
Hyundai,i10SPORTZ 1.2 KAPPA2,369099,2011,Hyderabad,Petrol,38337,Manual,1,8210
Hyundai,i10MAGNA 1.1 IRDE2,244699,2008,Hyderabad,Petrol,63141,Manual,2,5443
Maruti,SwiftVXI,449899,2015,Hyderabad,Petrol,49228,Manual,1,10008
Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,543599,2018,Hyderabad,Petrol,12750,Manual,2,12092
Maruti,Wagon R 1.0LXI,308599,2011,Hyderabad,Petrol,63165,Manual,1,6865
Maruti,Alto K10VXI,262999,2012,Hyderabad,Petrol,58012,Manual,2,5850
Maruti,Alto 800LXI,281999,2013,Hyderabad,Petrol,40932,Manual,1,6273
Honda,Jazz1.2 SV PETROL,483599,2015,Hyderabad,Petrol,56710,Manual,2,10757
Maruti,Wagon R 1.0LXI CNG,297199,2011,Hyderabad,Petrol + CNG,69000,Manual,2,6611
Maruti,DzireVDI,659699,2017,Hyderabad,Diesel,33397,Manual,1,14675
Maruti,Wagon R 1.0VXI,378499,2016,Hyderabad,Petrol,39789,Manual,1,8420
Hyundai,i10MAGNA 1.2 KAPPA2,349799,2013,Hyderabad,Petrol,57200,Manual,1,7781
Maruti,Wagon R 1.0VXI,299699,2012,Hyderabad,Petrol,46828,Manual,2,6667
Maruti,Alto 800LXI,290099,2014,Hyderabad,Petrol,32811,Manual,1,6453
Maruti,Alto 800LXI,331299,2018,Hyderabad,Petrol,7885,Manual,1,7370
Maruti,Eeco5 STR WITH AC PLUSHTR,449299,2019,Hyderabad,Petrol,10025,Manual,1,9994
Maruti,Wagon R 1.0VXI,449699,2018,Hyderabad,Petrol,30221,Manual,1,10003
Maruti,Alto K10VXI,260499,2012,Hyderabad,Petrol,56712,Manual,1,5795
Maruti,Alto 800VXI,288899,2015,Hyderabad,Petrol,47247,Manual,1,6426
Maruti,Eeco5 STR WITH AC PLUSHTR,479999,2019,Hyderabad,Petrol,23410,Manual,1,10677
Maruti,Eeco5 STR WITH AC PLUSHTR,413699,2019,Hyderabad,Petrol,17802,Manual,1,9203
Maruti,Swift DzireVXI 1.2 BS IV,483899,2014,Hyderabad,Petrol,35103,Manual,1,10764
Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,525999,2017,Hyderabad,Petrol,24025,Manual,1,11701
Maruti,Wagon R 1.0VXI,300099,2011,Hyderabad,Petrol,65981,Manual,2,6676
Hyundai,i10SPORTZ 1.2 AT KAPPA2,334499,2011,Hyderabad,Petrol,73802,Automatic,2,7441
Maruti,Alto K10VXI,234999,2012,Hyderabad,Petrol,62592,Manual,2,5227
Hyundai,i10MAGNA 1.2 KAPPA2,296999,2011,Hyderabad,Petrol,72242,Manual,3,6607
Maruti,Wagon R StingrayVXI,371899,2014,Hyderabad,Petrol,50426,Manual,2,8273
Maruti,Eeco5 STR WITH AC PLUSHTR,406199,2018,Hyderabad,Petrol,25514,Manual,1,9036
Hyundai,Elite i20SPORTZ 1.2,653099,2017,Hyderabad,Petrol,19301,Manual,1,14528
Hyundai,i10SPORTZ 1.2 KAPPA2,365099,2012,Hyderabad,Petrol,65288,Manual,1,8121
Maruti,Alto K10VXI,211199,2011,Hyderabad,Petrol,73025,Manual,2,4698
Honda,Amaze1.2 VXMT I VTEC,516399,2017,Hyderabad,Petrol,17922,Manual,2,11487
Maruti,BalenoALPHA 1.2 K12,680899,2017,Hyderabad,Petrol,26065,Manual,2,15146
Hyundai,i10MAGNA 1.2 KAPPA2,280799,2011,Hyderabad,Petrol,73867,Manual,1,6246
Maruti,AltoLXI CNG,197799,2011,Hyderabad,Petrol + CNG,70720,Manual,1,4400
Hyundai,i10SPORTZ 1.2 KAPPA2,358199,2012,Hyderabad,Petrol,58357,Manual,2,7968
Maruti,SwiftVXI 1.3,308199,2008,Hyderabad,Petrol,70663,Manual,2,6856
Tata,TiagoXT 1.2 REVOTRON,439299,2018,Hyderabad,Petrol,23745,Manual,1,9772
Maruti,Wagon R 1.0VXI,291299,2010,Hyderabad,Petrol,65373,Manual,1,6480
Hyundai,i10MAGNA,264399,2009,Hyderabad,Petrol,37980,Manual,1,5881
Maruti,RitzVXI BS IV,321599,2011,Hyderabad,Petrol,65841,Manual,1,7154
Maruti,AltoLXI,176999,2009,Hyderabad,Petrol,54950,Manual,1,3937
Hyundai,i10MAGNA 1.2,293299,2010,Hyderabad,Petrol,78302,Manual,2,6524
Hyundai,EonERA PLUS,322399,2013,Hyderabad,Petrol,31166,Manual,1,7172
Maruti,Alto 800LXI,317799,2013,Hyderabad,Petrol,30581,Manual,1,7069
Maruti,Eeco5 STR WITH AC PLUSHTR,437399,2019,Hyderabad,Petrol,18951,Manual,1,9730
Maruti,AltoLXI,242199,2012,Hyderabad,Petrol,64304,Manual,1,5388
Hyundai,i10MAGNA 1.2 KAPPA2,320699,2011,Hyderabad,Petrol,70969,Manual,1,7134
Maruti,AltoLXI,194599,2010,Hyderabad,Petrol,59344,Manual,2,4329
Maruti,,297899,2016,Hyderabad,Petrol,60866,Automatic,1,6627
Honda,Jazz1.2 V MT,571299,2017,Hyderabad,Petrol,34743,Manual,1,12708
Hyundai,i10SPORTZ 1.2 AT KAPPA2,328399,2011,Hyderabad,Petrol,109888,Automatic,2,7305
Maruti,Wagon R 1.0VXI,427199,2016,Hyderabad,Petrol,35463,Manual,1,9503
Honda,Amaze1.2 SMT I VTEC,466399,2015,Hyderabad,Petrol,37907,Manual,1,10375
Hyundai,i10MAGNA 1.2 KAPPA2,318699,2013,Hyderabad,Petrol,87911,Manual,2,7089
Maruti,Eeco5 STR WITH AC PLUSHTR,451499,2019,Hyderabad,Petrol,21402,Manual,1,10043
Maruti,CelerioVXI,377899,2014,Hyderabad,Petrol,51226,Manual,2,8406
Maruti,Wagon RLXI,238699,2009,Hyderabad,Petrol,68635,Manual,2,5310
Hyundai,Elite i20SPORTZ 1.2,627599,2017,Hyderabad,Petrol,38526,Manual,2,13961
Hyundai,i20MAGNA O 1.2,344099,2010,Hyderabad,Petrol,68124,Manual,2,7654
Maruti,AltoLXI,226499,2010,Hyderabad,Petrol,45557,Manual,1,5038
Maruti,Swift DzireZXI 1.2 BS IV,664799,2016,Hyderabad,Petrol,33459,Manual,1,14788
Maruti,,337799,2016,Hyderabad,Petrol,47897,Automatic,2,7514
Maruti,Swift DzireVDI OPT,699999,2017,Hyderabad,Diesel,19208,Manual,1,15571
Maruti,BalenoZETA DDIS 190,611899,2015,Hyderabad,Diesel,65879,Manual,1,13611
Maruti,BalenoALPHA DDIS 190,658199,2016,Hyderabad,Diesel,51170,Manual,1,14641
Maruti,Vitara BrezzaVDI AMT,901099,2018,Hyderabad,Diesel,8592,Manual,1,20044
Maruti,AltoLXI,180499,2009,Hyderabad,Petrol,74115,Manual,2,4015
Maruti,Alto K10VXI,367399,2017,Hyderabad,Petrol,68637,Manual,2,8173
Maruti,BalenoALPHA 1.2 K12,705099,2018,Hyderabad,Petrol,17499,Manual,1,15685
Hyundai,i10MAGNA 1.2,232799,2009,Hyderabad,Petrol,66427,Manual,2,5178
Maruti,Alto 800LXI,331199,2018,Hyderabad,Petrol,51080,Manual,1,7367
Hyundai,i10ERA 1.1 IRDE,252099,2009,Hyderabad,Petrol,67325,Manual,2,5608
Hyundai,i20SPORTZ 1.2 O,397499,2011,Hyderabad,Petrol,83890,Manual,1,8842
Maruti,AltoLXI,181199,2009,Hyderabad,Petrol,60584,Manual,2,4031
Hyundai,Santro XingGLS,201399,2007,Hyderabad,Petrol,38392,Manual,1,4480
Maruti,Alto K10VXI,316599,2017,Hyderabad,Petrol,84937,Manual,1,7043
Honda,Brio1.2 S MT I VTEC,341699,2013,Hyderabad,Petrol,62124,Manual,1,7601
Maruti,BalenoALPHA 1.2 K12,706499,2018,Hyderabad,Petrol,16212,Manual,1,15716
Maruti,Alto 800VXI,320499,2015,Hyderabad,Petrol,51504,Manual,1,7129
Maruti,Alto 800LXI,313699,2012,Hyderabad,Petrol,44791,Manual,2,6978
Hyundai,i20SPORTZ 1.2 VTVT,523799,2014,Hyderabad,Petrol,46849,Manual,1,11652
Hyundai,Santro XingGLS,295499,2013,Hyderabad,Petrol,68484,Manual,1,6573
Maruti,Wagon R 1.0VXI,405399,2015,Hyderabad,Petrol,59222,Manual,1,9018
Maruti,Wagon R 1.0VXI,437599,2017,Hyderabad,Petrol,42383,Manual,2,9734
Maruti,Alto 800LXI,348399,2019,Hyderabad,Petrol,30782,Manual,1,7750
Hyundai,Elite i20SPORTZ 1.2,551699,2018,Hyderabad,Petrol,67132,Manual,1,12272
Hyundai,i10ERA,238299,2007,Hyderabad,Petrol,86145,Manual,2,5301
Honda,WR-V1.5 i-DTEC VX MT,924799,2019,Hyderabad,Diesel,52284,Manual,1,20572
Renault,KwidRXL,341899,2016,Hyderabad,Petrol,52399,Manual,1,7605
Maruti,Swift DzireVXI 1.2 BS IV,531899,2015,Hyderabad,Petrol,60966,Manual,2,11832
Maruti,BalenoALPHA 1.2 K12,642699,2017,Hyderabad,Petrol,51082,Manual,1,14296
Volkswagen,,593799,2017,Hyderabad,Petrol,51013,Automatic,1,13209
Tata,TiagoXZ 1.2 REVOTRON,438999,2017,Hyderabad,Petrol,90206,Manual,1,9765
Maruti,Wagon R 1.0VXI ABS AIR BAG,256499,2011,Hyderabad,Petrol,104293,Manual,2,5706
Maruti,AltoLXI,169899,2009,Hyderabad,Petrol,89568,Manual,1,3779
Maruti,S CrossZETA 1.3,516099,2015,Hyderabad,Diesel,74484,Manual,2,11480
Maruti,SwiftLDI,271399,2009,Hyderabad,Diesel,90273,Manual,1,6037
Volkswagen,PoloTrendline 1.0 L Petrol,567299,2019,Hyderabad,Petrol,33610,Manual,2,12619
Maruti,AltoLXI,281099,2012,Hyderabad,Petrol,45552,Manual,2,6253
Maruti,Alto K10LXI,214899,2011,Hyderabad,Petrol,92261,Manual,2,4780
Hyundai,Grand i10SPORTZ (O) 1.2 AT VTVT,606699,2017,Hyderabad,Petrol,39524,Manual,1,13496
Maruti,Alto 800LXI,297499,2018,Hyderabad,Petrol,42143,Manual,1,6618
Hyundai,i10ERA,224099,2008,Hyderabad,Petrol,63040,Manual,2,4985
Maruti,AltoLXI CNG,202599,2012,Hyderabad,Petrol + CNG,80388,Manual,2,4507
Tata,,597899,2019,Hyderabad,Petrol,24296,Automatic,1,13300
Ford,Figo1.2 ZXI DURATEC,268899,2010,Hyderabad,Petrol,59354,Manual,2,5982
Maruti,BalenoZETA 1.2 K12,619192,2018,Hyderabad,Petrol,40509,Manual,1,13774
Hyundai,i10MAGNA 1.2,241299,2008,Hyderabad,Petrol,94989,Manual,1,5368
Maruti,Swift DzireVXI 1.2 BS IV,535999,2015,Hyderabad,Petrol,78713,Manual,1,11923
Hyundai,Santro XingGL PLUS,252399,2011,Hyderabad,Petrol,88944,Manual,1,5614
Maruti,SwiftVDI,660199,2019,Hyderabad,Diesel,43074,Manual,2,14686
Maruti,Swift DzireVXI 1.2 BS IV,534299,2015,Hyderabad,Petrol,57835,Manual,1,11885
Maruti,BalenoZETA 1.2 K12,619099,2016,Hyderabad,Petrol,66569,Manual,2,13772
Maruti,Alto K10LXI,214199,2012,Hyderabad,Petrol,81759,Manual,2,4765
Maruti,BalenoALPHA 1.2 K12,711499,2017,Hyderabad,Petrol,58754,Manual,1,15827
Maruti,Alto 800LXI,299699,2019,Hyderabad,Petrol,34886,Manual,1,6667
Hyundai,Santro XingGLS,172299,2009,Hyderabad,Petrol,105529,Manual,1,3833
Maruti,RitzVDI,309999,2012,Hyderabad,Diesel,80522,Manual,1,6896
Maruti,DzireVDI,776999,2019,Hyderabad,Diesel,21168,Manual,1,17284
Hyundai,Santro XingXO ERLX EURO III,164199,2007,Hyderabad,Petrol,72130,Manual,1,3653
Hyundai,i10SPORTZ 1.2 KAPPA2,303299,2011,Hyderabad,Petrol,92151,Manual,1,6747
Maruti,AltoLXI,191699,2010,Hyderabad,Petrol,103310,Manual,1,4264
Maruti,Wagon R 1.0LXI CNG,315299,2012,Hyderabad,Petrol + CNG,79870,Manual,1,7014
Maruti,Swift DzireVDI OPT,680599,2017,Hyderabad,Diesel,59374,Manual,1,15140
Maruti,Zen EstiloLXI,225499,2009,Hyderabad,Petrol,95532,Manual,2,5016
Ford,Figo1.2 TITANIUM DURATEC,242799,2010,Hyderabad,Petrol,92734,Manual,1,5401
Maruti,Alto K10VXI,272099,2012,Hyderabad,Petrol,94205,Manual,2,6053
Maruti,Swift DzireVDI OPT,645799,2017,Hyderabad,Diesel,57889,Manual,1,14365
Maruti,Alto 800LXI,331799,2019,Hyderabad,Petrol,29700,Manual,2,7381
Toyota,,6500000,2012,Mumbai,Petrol,19191,Automatic,2,144589
Hyundai,i10MAGNA 1.2,262099,2009,Hyderabad,Petrol,87163,Manual,2,5830
Maruti,SwiftZDI,460799,2012,Hyderabad,Diesel,77838,Manual,2,10250
Maruti,SwiftVXI,436699,2012,Hyderabad,Petrol,79896,Manual,2,9714
Hyundai,i10MAGNA 1.2 KAPPA2,283399,2011,Hyderabad,Petrol,93562,Manual,2,6304
Maruti,Wagon R DuoLXI LPG,196599,2008,Hyderabad,Petrol + LPG,99395,Manual,2,4373
Hyundai,Santro XingGL,215199,2010,Hyderabad,Petrol,87080,Manual,2,4787
Maruti,,973399,2019,Hyderabad,Petrol,10348,Automatic,1,21653
Maruti,Alto K10LXI,190399,2010,Hyderabad,Petrol,101672,Manual,1,4235
Maruti,Swift DzireVXI 1.2 BS IV,486099,2013,Hyderabad,Petrol,76078,Manual,1,10813
Volkswagen,PoloTrendline 1.0 L Petrol,591999,2019,Hyderabad,Petrol,42284,Manual,1,13169
Hyundai,i10MAGNA 1.2 KAPPA2,376999,2011,Hyderabad,Petrol,75528,Manual,1,8386
Maruti,Swift DzireVDI OPT,631999,2016,Hyderabad,Diesel,53258,Manual,1,14058
Maruti,Wagon RLXI,280899,2009,Hyderabad,Petrol,74291,Manual,1,6248
Volkswagen,VentoHIGHLINE DIESEL,497699,2013,Hyderabad,Diesel,80714,Manual,2,11071
Honda,CityVX CVT PETROL,881599,2017,Hyderabad,Petrol,89362,Automatic,1,19611
Hyundai,i10SPORTZ 1.2,265699,2008,Hyderabad,Petrol,89270,Manual,1,5910
Hyundai,i10SPORTZ 1.1 IRDE2,369399,2014,Hyderabad,Petrol,81336,Manual,1,8217
Hyundai,i10SPORTZ 1.2,276999,2010,Hyderabad,Petrol,95704,Manual,3,6162
Maruti,Wagon R 1.0VXI,367499,2015,Hyderabad,Petrol,76719,Manual,1,8175
Maruti,RitzLDI,296199,2012,Hyderabad,Diesel,102870,Manual,2,6589
Maruti,Alto K10VXI,259599,2010,Hyderabad,Petrol,86328,Manual,2,5775
Mahindra,TharCRDE 4X4 BS IV,810299,2017,Hyderabad,Diesel,37582,Manual,1,18025
Maruti,SwiftVXI 1.3,296299,2008,Hyderabad,Petrol,95854,Manual,2,6591
Hyundai,i10MAGNA 1.2,262199,2009,Hyderabad,Petrol,94523,Manual,2,5832
Honda,CityZX CVT ANNIVERSARY EDITION,962899,2018,Hyderabad,Petrol,55357,Automatic,1,21419
Honda,Amaze1.5 SMT I DTEC,413399,2013,Hyderabad,Diesel,85851,Manual,3,9196
Maruti,CelerioVXI,364299,2015,Hyderabad,Petrol,102472,Manual,1,8104
Volkswagen,PoloHIGHLINE1.2L DIESEL,470899,2013,Hyderabad,Diesel,77361,Manual,1,10475
Mahindra,XUV500W8 FWD,457599,2012,Hyderabad,Diesel,91966,Manual,1,10179
Maruti,Swift DzireVXI 1.2 BS IV,522799,2015,Hyderabad,Petrol,107589,Manual,1,11629
Maruti,SwiftLDI,365699,2009,Hyderabad,Diesel,84156,Manual,1,8135
Maruti,Wagon R 1.0LXI CNG,311499,2012,Hyderabad,Petrol + CNG,86601,Manual,1,6929
Maruti,BalenoALPHA DDIS 190,723699,2018,Hyderabad,Diesel,74535,Manual,1,16098
Maruti,Wagon R 1.0VXI,325199,2013,Hyderabad,Petrol,77678,Manual,1,7234
Maruti,BalenoZETA 1.2 K12,595699,2017,Hyderabad,Petrol,62516,Manual,1,13251
Hyundai,i10SPORTZ 1.2 KAPPA2,315099,2011,Hyderabad,Petrol,112315,Manual,2,7009
Maruti,Alto 800LXI,240599,2013,Hyderabad,Petrol,80448,Manual,1,5352
Maruti,SwiftVDI ABS,499699,2016,Hyderabad,Diesel,82732,Manual,2,11116
Maruti,Swift DzireVDI BS IV,516299,2014,Hyderabad,Diesel,81540,Manual,1,11485
Maruti,AltoLXI,144899,2007,Hyderabad,Petrol,132515,Manual,1,3223
Maruti,Swift DzireZXI 1.2 BS IV,504499,2015,Hyderabad,Petrol,106675,Manual,1,11222
Maruti,SwiftVDI,330199,2011,Hyderabad,Diesel,110597,Manual,1,7345
Hyundai,Elite i20SPORTZ 1.2,602599,2017,Hyderabad,Petrol,87864,Manual,2,13404
Honda,CityV AT,448599,2010,Hyderabad,Petrol,93900,Automatic,1,9979
Toyota,Land CruiserLC200 VX 2 PREMIUM,3495000,2010,Mumbai,Diesel,125306,Manual,2,77744
Toyota,Fortuner2.8 4x2 MT,2976299,2018,Bangalore,Diesel,35464,Manual,1,66206
Maruti,Swift DzireVDI BS IV,477399,2013,Hyderabad,Diesel,85864,Manual,2,10619
Maruti,SwiftVDI,402299,2012,Hyderabad,Diesel,109540,Manual,2,8949
Maruti,Wagon R 1.0VXI,362199,2014,Hyderabad,Petrol,90978,Manual,2,8057
Hyundai,i10SPORTZ 1.2 AT KAPPA2,373699,2011,Hyderabad,Petrol,116395,Automatic,1,8313
Maruti,Alto 800LXI CNG,249599,2012,Hyderabad,Petrol + CNG,103748,Manual,1,5552
Maruti,AltoLXI,168299,2009,Hyderabad,Petrol + LPG,155996,Manual,1,3744
Maruti,Wagon R 1.0VXI,325499,2012,Hyderabad,Petrol,105694,Manual,1,7241
Maruti,Swift DzireVXI 1.2 BS IV,402499,2012,Hyderabad,Petrol,112871,Manual,1,8953
Maruti,Swift DzireZXI 1.2 BS IV,518799,2015,Hyderabad,Petrol,90617,Manual,2,11540
Maruti,CiazALPHA 1.3 DDIS SHVS,711499,2017,Hyderabad,Diesel,110150,Manual,1,15827
Hyundai,Creta1.6 SX PLUS DIESEL,888699,2015,Hyderabad,Diesel,55867,Manual,1,19769
Maruti,SwiftZDI,460199,2012,Hyderabad,Diesel,101039,Manual,1,10237
Maruti,S CrossZETA 1.3,926399,2018,Hyderabad,Diesel,43847,Manual,1,20607
Volkswagen,PoloTRENDLINE 1.2L PETROL,462799,2015,Hyderabad,Petrol,65120,Manual,1,10295
Maruti,Swift DzireVXI 1.2 BS IV,504399,2015,Hyderabad,Petrol,101946,Manual,2,11220
Maruti,AltoLXI,195599,2011,Hyderabad,Petrol,118602,Manual,1,4351
Hyundai,XcentSX 1.1 CRDI,462499,2015,Hyderabad,Diesel,109973,Manual,1,10288
Hyundai,Elite i20SPORTZ 1.2,596999,2017,Hyderabad,Petrol,97090,Manual,1,13280
Maruti,RitzVDI,313699,2011,Hyderabad,Diesel,133129,Manual,1,6978
Hyundai,i10SPORTZ 1.2 KAPPA2,326599,2010,Hyderabad,Petrol,131057,Manual,1,7265
Maruti,CelerioVXI AMT,351199,2014,Hyderabad,Petrol,141639,Automatic,3,7812
Maruti,SwiftVDI,393699,2013,Hyderabad,Diesel,111864,Manual,2,8758
Maruti,Alto K10VXI,306599,2012,Hyderabad,Petrol,80217,Manual,1,6820
Hyundai,Grand i10ASTA 1.2 KAPPA VTVT,482799,2015,Hyderabad,Petrol,66196,Manual,2,10740
Maruti,Alto K10VXI,218699,2012,Hyderabad,Petrol,103887,Manual,1,4865
Maruti,S CrossZETA 1.3,738841,2017,Hyderabad,Diesel,111332,Manual,1,16435
Maruti,Swift DzireVDI BS IV,451599,2013,Hyderabad,Diesel,108673,Manual,2,10046
Maruti,SwiftVDI ABS,470299,2015,Hyderabad,Diesel,98101,Manual,1,10462
Toyota,Fortuner2.8 4x2 AT,2724199,2018,Delhi,Diesel,25870,Automatic,4,60598
Honda,CityV AT,407599,2010,Hyderabad,Petrol,167063,Automatic,1,9067
Maruti,RitzVDI,307999,2011,Hyderabad,Diesel,114828,Manual,2,6851
Toyota,Fortuner2.8 4x2 MT,2717599,2017,Mumbai,Diesel,45112,Manual,1,60451
Maruti,BalenoALPHA DDIS 190,753199,2018,Hyderabad,Diesel,93565,Manual,1,16754
Volkswagen,PoloCOMFORTLINE 1.5L DIESEL,456299,2015,Hyderabad,Diesel,130613,Manual,2,10150
Maruti,Swift DzireVDI BS IV,514899,2015,Hyderabad,Diesel,97036,Manual,1,11454
Maruti,Swift DzireVDI,453899,2013,Hyderabad,Diesel,156746,Manual,1,10097
