car_brand,model,price,year,location,fuel,km_driven,gear,ownership,monthly_payment
Honda,CityVX MT PETROL,772999,2016,Bangalore,Petrol,18610,Manual,1,17195
Maruti,Swift DzireLXI 1.2 BS IV,438399,2015,Bangalore,Petrol,46783,Manual,1,9752
Chevrolet,BeatLT PETROL,295699,2014,Bangalore,Petrol,38437,Manual,1,6578
Tata,TiagoXZ 1.2 REVOTRON,471199,2017,Bangalore,Petrol,50292,Manual,1,10482
Hyundai,VernaFLUIDIC 1.6 EX VTVT,483999,2011,Bangalore,Petrol,41502,Manual,1,10766
Maruti,Wagon R DuoLXI LPG,230299,2010,Bangalore,Petrol + LPG,63163,Manual,1,5123
Hyundai,Elite i201.4 CRDI ASTA (O),678899,2017,Bangalore,Diesel,65269,Manual,1,15102
Toyota,Etios LivaD 4D GD,272699,2012,Delhi,Diesel,124471,Manual,1,6066
Maruti,DzireVXI,688499,2018,Bangalore,Petrol,17431,Manual,1,15315
Maruti,BalenoDELTA 1.2 K12,637399,2017,Bangalore,Petrol,23896,Manual,1,14179
Fiat,,393499,2011,Bangalore,Petrol,46727,Manual,1,8753
Hyundai,Santro XingGLS,239799,2008,Bangalore,Petrol,33184,Manual,2,5334
Volkswagen,PoloHIGHLINE1.2L DIESEL,363299,2010,Bangalore,Diesel,59580,Manual,1,8081
Hyundai,XcentSX 1.2 OPT,436899,2014,Bangalore,Petrol,89674,Manual,1,9719
BMW,3 Series320D,486699,2011,Bangalore,Diesel,63649,Automatic,2,10826
Maruti,ErtigaVDI ABS,678499,2013,Bangalore,Diesel,60289,Manual,1,15093
Maruti,ErtigaVXI SMART HYBRID,937999,2020,Bangalore,Petrol,6296,Manual,1,20865
Maruti,BalenoDELTA 1.2 K12,604599,2017,Bangalore,Petrol,31833,Manual,1,13449
Hyundai,i10MAGNA,201999,2007,Bangalore,Petrol,79620,Manual,3,4493
Hyundai,Elite i201.4 CRDI ASTA (O),720899,2016,Bangalore,Diesel,46454,Manual,1,16036
Hyundai,VENUE1.0 TURBO GDI SX+ AT,1187399,2019,Bangalore,Petrol,6782,Automatic,1,26413
Volkswagen,PoloGT TSI 1.2 PETROL AT,771999,2016,Bangalore,Petrol,25964,Automatic,2,17173
Mahindra,,1194399,2019,Bangalore,Petrol,2742,Manual,1,26569
KIA,SELTOSHTX AT PETROL,1477599,2019,Bangalore,Petrol,11448,Automatic,1,32868
Toyota,Etios LivaD 4D GD SP,272099,2012,Delhi,Diesel,75946,Manual,1,6053
Ford,Figo1.4 EXI DURATORQ,312899,2012,Bangalore,Diesel,77835,Manual,1,6960
Maruti,SwiftZDI +,794999,2018,Bangalore,Diesel,21299,Manual,1,17684
Maruti,Alto K10VXI,303899,2014,Bangalore,Petrol,65190,Manual,1,6760
Hyundai,VernaTRANSFORM 1.6 VTVT,323399,2010,Bangalore,Petrol,81333,Manual,3,7194
Maruti,AltoLXI,198299,2009,Bangalore,Petrol,102742,Manual,1,4411
Honda,Jazz1.2 V AT,679199,2017,Bangalore,Petrol,46418,Automatic,1,15108
Maruti,SwiftZXI 1.3,377099,2009,Bangalore,Petrol,77463,Manual,1,8388
Maruti,Swift DzireZDI,578199,2015,Bangalore,Diesel,85486,Manual,1,12862
Tata,NEXONXZA+ 1.5 Dual Tone,1100299,2018,Bangalore,Diesel,30475,Automatic,1,24476
Honda,CityV MT PETROL,621699,2014,Bangalore,Petrol,58630,Manual,2,13829
Hyundai,Tucson New2WD AT GLS DIESEL,1498399,2018,Bangalore,Diesel,72527,Automatic,2,33331
Tata,NEXONXZ+ 1.5,1047099,2019,Bangalore,Diesel,25276,Manual,1,23292
Hyundai,Elite i20ASTA 1.2 (O),699099,2019,Bangalore,Petrol,16097,Manual,2,15551
Hyundai,Elite i20ASTA 1.4 CRDI,660499,2016,Bangalore,Diesel,44970,Manual,1,14692
Hyundai,Elite i20MAGNA 1.2,578999,2015,Bangalore,Petrol,56419,Manual,1,12880
Maruti,S CrossZETA 1.3 SHVS,806681,2018,Bangalore,Diesel,46068,Manual,1,17944
Hyundai,i10MAGNA,223399,2007,Bangalore,Petrol,72432,Manual,2,4969
Hyundai,i10SPORTZ 1.2,266299,2009,Bangalore,Petrol,85451,Manual,1,5924
Renault,DusterRXZ 85 PS DIESEL,853199,2017,Bangalore,Diesel,30015,Manual,1,18979
Mahindra,XUV500W10 AT,1284799,2017,Bangalore,Diesel,63366,Automatic,1,28580
Maruti,SwiftZXI,602599,2018,Bangalore,Petrol,51728,Manual,1,13404
Maruti,SwiftZDI,504000,2014,Bangalore,Diesel,69860,Manual,2,11211
Mahindra,,1455899,2018,Bangalore,Diesel,33834,Manual,1,32386
Renault,DusterRXZ AMT 110 PS,730399,2016,Bangalore,Diesel,83418,Automatic,1,16247
Hyundai,Elite i20ASTA 1.2,550499,2014,Bangalore,Petrol,65151,Manual,1,12246
Hyundai,VernaFLUIDIC 1.6 SX VTVT,831099,2017,Bangalore,Petrol,48240,Manual,1,18487
Maruti,Vitara BrezzaZDI AMT,1074499,2019,Bangalore,Diesel,22714,Automatic,1,23902
Honda,,686199,2018,Bangalore,Diesel,54652,Manual,1,15264
Ford,Ecosport1.5TITANIUM TDCI,566699,2013,Bangalore,Diesel,78085,Manual,2,12606
Honda,WR-V1.2 i-VTEC VX MT,801299,2017,Bangalore,Petrol,57621,Manual,1,17824
Volkswagen,PoloHIGHLINE1.2L DIESEL,364999,2012,Bangalore,Diesel,129687,Manual,1,8119
Toyota,Etios LivaG,268999,2011,Mumbai,Petrol,18893,Manual,1,5984
Ford,Ecosport1.5AMBIENTE TI VCT,483699,2014,Bangalore,Petrol,123105,Manual,1,10760
Audi,Q32.0 TDI QUATTRO,1305199,2012,Bangalore,Diesel,149911,Automatic,1,29033
Toyota,EtiosV,268099,2011,Mumbai,Petrol,90883,Manual,1,5964
Tata,TiagoXT 1.2 REVOTRON,479199,2017,Bangalore,Petrol,6856,Manual,1,10660
Honda,Brio1.2 S MT I VTEC,400799,2014,Bangalore,Petrol,33332,Manual,1,8916
Volkswagen,PoloHIGHLINE1.2L PETROL,606599,2015,Bangalore,Petrol,21326,Manual,2,13493
Honda,Brio1.2 S (O) MT IVTEC,379199,2012,Bangalore,Petrol,56027,Manual,2,8435
Mahindra,E2OT2,271699,2015,Bangalore,Electric,61284,Manual,2,6044
Volkswagen,PoloGT TDI 1.6 MT DIESEL,524399,2013,Bangalore,Diesel,64046,Manual,2,11665
Ford,Ecosport1.5 TITANIUM TI VCT AT,677139,2016,Bangalore,Petrol,66712,Automatic,1,15063
Hyundai,Elite i20ASTA 1.2 (O),741299,2019,Bangalore,Petrol,51371,Manual,1,16490
Mahindra,TUV300T8,811299,2016,Bangalore,Diesel,49059,Manual,1,18047
Skoda,OctaviaELEGANCE 2.0 TDI CR AT,1322899,2015,Bangalore,Diesel,55087,Automatic,1,29427
Skoda,FabiaAMBIENTE 1.2 MPI,314099,2011,Bangalore,Petrol,109045,Manual,1,6987
Toyota,Etios LivaD 4D GD,266099,2012,Delhi,Diesel,87914,Manual,1,5919
Maruti,Eeco5 STR WITH AC PLUSHTR,363199,2014,Chennai,Petrol,18371,Manual,1,8079
Maruti,AltoLXI,253699,2011,Chennai,Petrol,23217,Manual,1,5643
Hyundai,i10MAGNA 1.1 IRDE2,414799,2014,Chennai,Petrol,2876,Manual,1,9227
Maruti,Alto K10LXI,224499,2010,Chennai,Petrol,33888,Manual,1,4994
Maruti,AltoLXI,267899,2011,Chennai,Petrol,21809,Manual,1,5959
Maruti,Wagon R 1.0VXI,326199,2012,Chennai,Petrol,38553,Manual,1,7256
Maruti,,358399,2017,Chennai,Petrol,1193,Manual,1,7972
Maruti,Alto K10LXI,234699,2011,Chennai,Petrol,42789,Manual,2,5221
Hyundai,i10MAGNA 1.2 KAPPA2,340599,2012,Chennai,Petrol,34364,Manual,2,7576
Maruti,,510599,2017,Chennai,Petrol,16798,Manual,1,11358
Maruti,AltoLXI,266499,2011,Chennai,Petrol,17463,Manual,1,5928
Maruti,,343999,2015,Chennai,Petrol,19070,Manual,2,7652
Maruti,Wagon R 1.0VXI,308899,2011,Chennai,Petrol,45714,Manual,2,6871
Maruti,Alto K10VXI,341899,2016,Chennai,Petrol,25084,Manual,1,7605
Maruti,Alto K10VXI AMT,368999,2016,Chennai,Petrol,19487,Manual,1,8208
Maruti,AltoLXI,247999,2012,Chennai,Petrol,42251,Manual,1,5517
Hyundai,Grand i10MAGNA 1.2 VTVT,458499,2015,Chennai,Petrol,16026,Manual,1,10199
Maruti,Alto 800LXI,321599,2017,Chennai,Petrol,8236,Manual,1,7154
Hyundai,EonSPORTZ,320099,2015,Chennai,Petrol,15346,Manual,3,7120
Maruti,Eeco5 STR WITH AC PLUSHTR,430999,2017,Chennai,Petrol,9328,Manual,1,9587
Maruti,Alto 800LXI,272199,2013,Chennai,Petrol,44177,Manual,1,6055
Hyundai,Elite i20ERA 1.2,464499,2015,Chennai,Petrol,9580,Manual,1,10333
Maruti,,370499,2016,Chennai,Petrol,13660,Manual,1,8242
Maruti,Alto K10VXI,241699,2011,Chennai,Petrol,43930,Manual,2,5376
Maruti,Eeco5 STR WITH AC PLUSHTR,409099,2017,Chennai,Petrol,21025,Manual,1,9100
Hyundai,i10MAGNA 1.1 IRDE2,361599,2014,Chennai,Petrol,35571,Manual,1,8044
Hyundai,EonERA PLUS,362999,2017,Chennai,Petrol,16884,Manual,1,8075
Datsun,Go PlusT,350999,2016,Chennai,Petrol,31871,Manual,1,7808
Maruti,Zen EstiloLXI,294099,2010,Chennai,Petrol,31247,Manual,1,6542
Hyundai,Elite i201.2 MAGNA PLUS VTVT,657799,2019,Chennai,Petrol,4242,Manual,1,14632
Hyundai,EonERA PLUS,340699,2016,Chennai,Petrol,25086,Manual,1,7579
Maruti,Alto 800LXI,361899,2019,Chennai,Petrol,10336,Manual,1,8050
Fiat,AvvventuraACTIVE 1.4,428599,2015,Chennai,Petrol,29727,Manual,2,9534
Hyundai,i10MAGNA 1.2,276599,2009,Chennai,Petrol,31179,Manual,1,6153
Maruti,Alto 800LXI,299299,2015,Chennai,Petrol,21698,Manual,1,6658
Maruti,AltoLXI,238499,2011,Chennai,Petrol,57621,Manual,2,5305
Renault,KwidRXT,341499,2015,Chennai,Petrol,46226,Manual,2,7596
Maruti,Alto 800LXI,292999,2014,Chennai,Petrol,24198,Manual,1,6518
Maruti,,379599,2016,Chennai,Petrol,14006,Manual,2,8444
Maruti,Alto 800LXI,274899,2013,Chennai,Petrol,42438,Manual,1,6115
Maruti,Eeco5 STR WITH AC PLUSHTR,358599,2015,Chennai,Petrol,26260,Manual,2,7977
Hyundai,i10MAGNA 1.2 AT,283999,2010,Chennai,Petrol,37006,Automatic,3,6317
Maruti,Alto 800LXI,298099,2016,Chennai,Petrol,18251,Manual,2,6631
Maruti,Alto 800LXI,294699,2015,Chennai,Petrol,22321,Manual,1,6555
Maruti,Alto K10VXI,314299,2015,Chennai,Petrol,20973,Manual,1,6991
Hyundai,i10SPORTZ 1.2 KAPPA2,336899,2011,Chennai,Petrol,54960,Manual,1,7494
Maruti,Wagon R 1.0VXI,403999,2016,Chennai,Petrol,32196,Manual,1,8987
Maruti,Alto K10VXI AMT,340899,2015,Chennai,Petrol,26376,Manual,2,7583
Maruti,Alto 800VXI,357199,2017,Chennai,Petrol,21239,Manual,1,7946
Maruti,Eeco5 STR WITH AC PLUS HTR,379799,2016,Chennai,Petrol,29906,Manual,1,8448
Maruti,Alto 800LXI OPT,351499,2018,Chennai,Petrol,3863,Manual,1,7819
Maruti,Alto K10VXI AMT,355999,2015,Chennai,Petrol,32513,Manual,2,7919
Maruti,Alto 800LXI,291799,2014,Chennai,Petrol,27562,Manual,1,6491
Maruti,AltoLXI,214599,2012,Chennai,Petrol,50410,Manual,1,4774
Hyundai,i10SPORTZ 1.2 AT KAPPA2,370399,2012,Chennai,Petrol,48327,Automatic,1,8239
Renault,KwidRXT,368699,2016,Chennai,Petrol,16272,Manual,1,8202
Maruti,Wagon R 1.0VXI,348599,2011,Chennai,Petrol,20241,Manual,2,7754
Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,456099,2016,Chennai,Petrol,20090,Manual,2,10146
Maruti,Swift DzireVXI 1.2 BS IV,506599,2014,Chennai,Petrol,9952,Manual,1,11269
Hyundai,EonERA PLUS,284099,2014,Chennai,Petrol,37431,Manual,1,6320
Maruti,Swift DzireZXI 1.2 BS IV,428599,2011,Chennai,Petrol,38976,Manual,2,9534
Maruti,Eeco5 STR WITH AC PLUSHTR,367499,2015,Chennai,Petrol,19815,Manual,2,8175
Maruti,,365699,2015,Chennai,Petrol,31802,Manual,2,8135
Volkswagen,PoloCOMFORTLINE 1.2L PETROL,467899,2015,Chennai,Petrol,39268,Manual,1,10408
Hyundai,Elite i20MAGNA 1.2,582199,2016,Chennai,Petrol,14452,Manual,1,12951
Maruti,,318199,2018,Chennai,Petrol,15762,Manual,1,7078
Maruti,SwiftVXI,480199,2015,Chennai,Petrol,40987,Manual,1,10682
Maruti,SwiftVDI,399599,2014,Chennai,Diesel,40375,Manual,1,8889
Hyundai,Grand i10SPORTS 1.2 VTVT,416599,2013,Chennai,Petrol,30420,Manual,1,9267
Hyundai,i10MAGNA 1.2 KAPPA2,358299,2012,Chennai,Petrol,36182,Manual,2,7970
Maruti,Wagon R 1.0VXI,333099,2011,Chennai,Petrol,61576,Manual,1,7410
Maruti,Alto K10LXI,320199,2013,Chennai,Petrol,37870,Manual,1,7123
Maruti,,337799,2017,Chennai,Petrol + LPG,26568,Manual,1,7514
Maruti,SwiftLXI OPT,500799,2016,Chennai,Petrol,10560,Manual,1,11140
Maruti,Alto 800LXI,272899,2014,Chennai,Petrol,39576,Manual,3,6070
Maruti,Swift DzireVDI BS IV,462299,2012,Chennai,Diesel,61739,Manual,1,10284
Chevrolet,SparkLT 1.0,206599,2012,Chennai,Petrol,27264,Manual,1,4596
Maruti,RitzVXI BS IV,277699,2011,Chennai,Petrol,58747,Manual,1,6177
Honda,Brio1.2 S MT I VTEC,351099,2013,Chennai,Petrol,49299,Manual,2,7810
Maruti,Wagon R 1.0VXI,423899,2017,Chennai,Petrol,18782,Manual,2,9429
Hyundai,i10MAGNA 1.1 IRDE2,409899,2016,Chennai,Petrol,26280,Manual,1,9118
Maruti,Eeco5 STR WITH AC PLUSHTR,426199,2018,Chennai,Petrol,20780,Manual,1,9481
Hyundai,Santro XingGLS,287899,2010,Chennai,Petrol,54304,Manual,2,6404
Maruti,Wagon R 1.0VXI,367599,2013,Chennai,Petrol,48821,Manual,1,8177
Volkswagen,AmeoCOMFORTLINE 1.2,527099,2017,Chennai,Petrol,5420,Manual,1,11725
Hyundai,EonERA PLUS,343799,2017,Chennai,Petrol,30343,Manual,1,7648
Maruti,Wagon R 1.0VXI,357999,2013,Chennai,Petrol,30782,Manual,1,7963
Maruti,Alto K10VXI,261599,2014,Chennai,Petrol,45043,Manual,2,5819
Maruti,Wagon R 1.0VXI,392599,2016,Chennai,Petrol,33463,Manual,1,8733
Maruti,IGNISDELTA 1.2 K12,554099,2018,Chennai,Petrol,24502,Manual,1,12326
Maruti,AltoLXI,212799,2012,Chennai,Petrol,35190,Manual,2,4734
Maruti,Wagon R 1.0VXI,410299,2018,Chennai,Petrol,16087,Manual,2,9127
Maruti,Swift DzireVXI 1.2 BS IV,449699,2013,Chennai,Petrol,53876,Manual,2,10003
Hyundai,Grand i10ASTA 1.2 KAPPA VTVT,545699,2018,Chennai,Petrol,26972,Manual,2,12139
Maruti,Wagon R 1.0VXI,341999,2013,Chennai,Petrol,50429,Manual,1,7608
Maruti,Eeco5 STR WITH AC PLUSHTR,460999,2020,Chennai,Petrol,11025,Manual,1,10255
Maruti,SwiftVXI,623699,2017,Chennai,Petrol,15176,Manual,1,13874
Ford,Figo Aspire1.2 TITANIUM PETROL,521599,2017,Chennai,Petrol,20566,Manual,1,11603
Tata,TiagoXZ 1.2 REVOTRON,522099,2018,Chennai,Petrol,15225,Manual,1,11614
Ford,Figo1.2 TITANIUM DURATEC,374999,2014,Chennai,Petrol,41176,Manual,2,8342
Maruti,Eeco5 STR WITH AC PLUSHTR,298199,2012,Chennai,Petrol,48814,Manual,1,6633
Maruti,Swift DzireVXI 1.2 BS IV,507199,2014,Chennai,Petrol,18020,Manual,1,11282
Maruti,Eeco5 STR WITH AC PLUSHTR,458499,2019,Chennai,Petrol,6840,Manual,1,10199
Hyundai,i20SPORTZ 1.2 VTVT,424399,2014,Chennai,Petrol,33697,Manual,2,9441
Maruti,Alto K10VXI,288999,2014,Chennai,Petrol,41920,Manual,1,6429
Maruti,Eeco5 STR WITH AC PLUSHTR,450999,2019,Chennai,Petrol,9891,Manual,1,10032
Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,520299,2018,Chennai,Petrol,21672,Manual,2,11574
Maruti,Wagon R 1.0VXI,330399,2012,Chennai,Petrol,51551,Manual,1,7350
Maruti,Alto 800LXI,295699,2013,Chennai,Petrol,43405,Manual,1,6578
Maruti,CelerioZXI OPT AMT,500999,2018,Chennai,Petrol,11952,Automatic,1,11144
Maruti,Alto 800LXI OPT,343399,2018,Chennai,Petrol,21679,Manual,1,7639
Maruti,Eeco5 STR WITH AC PLUSHTR,453699,2017,Chennai,Petrol,24142,Manual,1,10092
Maruti,Wagon R 1.0VXI,295899,2011,Chennai,Petrol,72997,Manual,2,6582
Maruti,Eeco5 STR WITH AC PLUSHTR,412399,2018,Chennai,Petrol,6145,Manual,1,9174
Maruti,Wagon R 1.0VXI OPT AMT,532099,2017,Chennai,Petrol,19444,Automatic,1,11836
Maruti,Wagon R 1.0VXI,437599,2015,Chennai,Petrol,25650,Manual,1,9734
Nissan,Micra ActiveXL(O),513099,2018,Chennai,Petrol,11813,Manual,1,11414
Maruti,Eeco5 STR WITH AC PLUSHTR,451399,2019,Chennai,Petrol,15028,Manual,1,10041
Honda,Brio1.2 VX MT I VTEC,399699,2016,Chennai,Petrol,56493,Manual,1,8891
Hyundai,i10MAGNA 1.1 IRDE2,357899,2014,Chennai,Petrol,49378,Manual,1,7961
Hyundai,EonD LITE PLUS,303699,2016,Chennai,Petrol,39041,Manual,1,6756
Maruti,CelerioVXI,401699,2014,Chennai,Petrol,46780,Manual,1,8936
Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,505899,2016,Chennai,Petrol,30404,Manual,1,11253
Maruti,Eeco5 STR WITH AC PLUSHTR,390899,2017,Chennai,Petrol,22175,Manual,1,8695
Maruti,Alto 800LXI,280299,2016,Chennai,Petrol,41120,Manual,2,6235
Maruti,Alto 800VXI,352899,2018,Chennai,Petrol,17703,Manual,2,7850
Maruti,Wagon R 1.0VXI,402099,2017,Chennai,Petrol,40381,Manual,1,8944
Tata,TiagoXZ 1.2 REVOTRON,480299,2017,Chennai,Petrol,35966,Manual,1,10684
Maruti,Alto 800VXI,285999,2016,Chennai,Petrol,34151,Manual,2,6362
Hyundai,EonERA PLUS,304699,2016,Chennai,Petrol,36422,Manual,1,6778
Datsun,Redi GoT (O),301399,2017,Chennai,Petrol,31664,Manual,1,6704
Hyundai,EonERA PLUS (O),337499,2017,Chennai,Petrol,35527,Manual,1,7507
Honda,Brio1.2 S MT I VTEC,382899,2012,Chennai,Petrol,53023,Manual,1,8517
Hyundai,Santro XingGLS,234599,2009,Chennai,Petrol,58055,Manual,2,5219
Maruti,Alto 800LXI,308699,2017,Chennai,Petrol,25712,Manual,1,6867
Maruti,Alto 800LXI,270899,2014,Chennai,Petrol,54447,Manual,2,6026
Toyota,Etios LivaGD,265199,2012,Delhi,Diesel,160408,Manual,1,5899
Maruti,CelerioZXI AMT,413899,2015,Chennai,Petrol,43893,Automatic,1,9207
Maruti,Wagon R 1.0VXI,425599,2017,Chennai,Petrol,24401,Manual,1,9467
Maruti,AltoLXI,211699,2012,Chennai,Petrol,58963,Manual,1,4709
Maruti,CelerioVXI,392399,2015,Chennai,Petrol,48794,Manual,2,8729
Hyundai,EonERA PLUS,270199,2014,Chennai,Petrol,49956,Manual,2,6010
Maruti,SwiftVXI OPT,542599,2017,Chennai,Petrol,23663,Manual,1,12070
Hyundai,EonMAGNA PLUS,291099,2015,Chennai,Petrol,40102,Manual,1,6475
Hyundai,i10SPORTZ 1.2 AT,258399,2009,Chennai,Petrol,59244,Automatic,2,5748
Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,516299,2018,Chennai,Petrol,32269,Manual,1,11485
Maruti,Wagon R 1.0VXI OPT AMT,473699,2016,Chennai,Petrol,32050,Automatic,1,10537
Maruti,IGNISDELTA 1.2 K12,544899,2018,Chennai,Petrol,9572,Manual,1,12121
Maruti,Alto 800LXI,327199,2019,Chennai,Petrol,8929,Manual,1,7278
Hyundai,Elite i20ASTA 1.2,559899,2014,Chennai,Petrol,29001,Manual,1,12455
Maruti,Wagon R DuoLXI LPG,228899,2009,Chennai,Petrol + LPG,50928,Manual,3,5092
Hyundai,Grand i10MAGNA 1.2 VTVT,397499,2013,Chennai,Petrol,57716,Manual,2,8842
Maruti,Eeco5 STR WITH AC PLUSHTR,494999,2019,Chennai,Petrol,15497,Manual,1,11011
Maruti,Wagon R 1.0VXI,378199,2013,Chennai,Petrol,52259,Manual,2,8413
Hyundai,EonERA PLUS,351299,2017,Chennai,Petrol,41998,Manual,1,7814
Toyota,,264099,2008,Mumbai,Petrol,222344,Manual,2,5875
Hyundai,Elite i20ASTA 1.4 CRDI,597599,2015,Chennai,Diesel,35111,Manual,2,13293
Volkswagen,PoloHIGHLINE1.2L PETROL,505599,2015,Chennai,Petrol,39763,Manual,2,11247
Volkswagen,PoloHIGHLINE1.2L PETROL,490899,2015,Chennai,Petrol,44193,Manual,2,10920
Maruti,IGNISDELTA 1.2 K12 AMT,585999,2019,Chennai,Petrol,12369,Automatic,1,13035
Maruti,Eeco5 STR WITH AC PLUSHTR,431499,2019,Chennai,Petrol,23090,Manual,1,9598
Hyundai,Elite i20Magna Executive 1.2,623199,2018,Chennai,Petrol,21569,Manual,1,13863
Hyundai,i10MAGNA 1.2,257699,2009,Chennai,Petrol,48964,Manual,1,5732
Maruti,CelerioZXI OPT AMT,451999,2017,Chennai,Petrol,41037,Automatic,2,10054
Hyundai,EonMAGNA PLUS,287299,2016,Chennai,Petrol,42946,Manual,2,6391
Maruti,RitzVXI BS IV,322999,2013,Chennai,Petrol,57033,Manual,1,7185
Hyundai,Elite i20MAGNA 1.2,533599,2016,Chennai,Petrol,49975,Manual,1,11870
Maruti,Wagon R 1.0VXI,359599,2013,Chennai,Petrol,57595,Manual,2,7999
Maruti,Wagon R 1.0VXI PLUS AMT,487599,2018,Chennai,Petrol,16640,Automatic,1,10846
Maruti,Swift DzireVXI 1.2 BS IV,431099,2013,Chennai,Petrol,41318,Manual,2,9590
Hyundai,Elite i20ASTA 1.2 (O),637399,2016,Chennai,Petrol,25455,Manual,1,14179
Maruti,Alto 800LXI,337199,2018,Chennai,Petrol,17986,Manual,1,7501
Maruti,Swift DzireVXI 1.2 BS IV,470099,2015,Chennai,Petrol,47445,Manual,1,10457
Maruti,Swift DzireVXI 1.2 BS IV,408799,2012,Chennai,Petrol,68292,Manual,1,9094
Maruti,SwiftVXI,455399,2012,Chennai,Petrol,44963,Manual,1,10130
Maruti,Celerio XZxi AMT,504899,2018,Chennai,Petrol,32429,Automatic,1,11231
Maruti,SwiftVXI,604899,2017,Chennai,Petrol,28548,Manual,1,13456
Hyundai,EonERA PLUS,271600,2016,Chennai,Petrol,36784,Manual,1,6042
Hyundai,,550499,2019,Chennai,Petrol,3243,Manual,1,12246
Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,426499,2015,Chennai,Petrol,50398,Manual,2,9487
Maruti,,295899,2018,Chennai,Petrol,11041,Manual,1,6582
Maruti,Swift DzireVXI 1.2 BS IV,472099,2015,Chennai,Petrol,40988,Manual,2,10502
Maruti,Wagon R StingrayVXI,346699,2013,Chennai,Petrol,62227,Manual,1,7712
Maruti,CiazVDI+ SHVS,527199,2016,Chennai,Diesel,41753,Manual,2,11727
Maruti,BalenoDELTA 1.2 K12,543799,2016,Chennai,Petrol,42411,Manual,1,12097
Hyundai,Grand i10ASTA 1.2 KAPPA VTVT OPT,471299,2016,Chennai,Petrol,45345,Manual,2,10484
Maruti,Swift DzireVXI 1.2 BS IV,467899,2013,Chennai,Petrol,43859,Manual,1,10408
Maruti,SwiftVXI,546099,2017,Chennai,Petrol,35774,Manual,1,12148
Maruti,A StarZXI,181099,2009,Chennai,Petrol,82747,Manual,3,4028
Maruti,Eeco5 STR WITH AC PLUSHTR,470999,2020,Chennai,Petrol,1289,Manual,1,10477
Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,519799,2018,Chennai,Petrol,4241,Manual,1,11563
Maruti,SwiftVXI AMT,669499,2019,Chennai,Petrol,7655,Automatic,1,14893
Maruti,Eeco5 STR WITH AC PLUSHTR,427999,2018,Chennai,Petrol,21916,Manual,1,9521
Maruti,Eeco5 STR WITH AC PLUSHTR,419799,2020,Chennai,Petrol,13035,Manual,1,9338
Maruti,Eeco5 STR WITH AC PLUSHTR,486199,2020,Chennai,Petrol,7215,Manual,1,10815
Hyundai,i10MAGNA 1.2,263199,2009,Chennai,Petrol,63988,Manual,2,5855
Tata,TiagoXE 1.2 REVOTRON,439999,2019,Chennai,Petrol,24829,Manual,1,9788
Hyundai,Santro XingGLS,217199,2008,Chennai,Petrol,34048,Manual,1,4831
Maruti,Wagon R 1.0VXI,300899,2011,Chennai,Petrol,75822,Manual,2,6693
Maruti,SwiftVXI AMT,664099,2019,Chennai,Petrol,24494,Automatic,1,14773
Maruti,Alto K10VXI,329199,2017,Chennai,Petrol,36458,Manual,2,7323
Nissan,MicraXL CVT (PETROL),474599,2018,Chennai,Petrol,44945,Automatic,1,10557
Maruti,CelerioVXI,498299,2019,Chennai,Petrol,13079,Manual,1,11084
Tata,TiagoXZ 1.2 REVOTRON,435499,2016,Chennai,Petrol,42986,Manual,1,9687
Maruti,Alto 800VXI,337999,2018,Chennai,Petrol,13741,Manual,1,7519
Hyundai,Elite i20SPORTZ 1.2,664599,2017,Chennai,Petrol,31006,Manual,1,14784
Maruti,DzireVXI,664599,2019,Chennai,Petrol,14982,Manual,1,14784
Maruti,Alto 800LXI,341199,2018,Chennai,Petrol,7327,Manual,1,7590
Hyundai,i10SPORTZ 1.2 KAPPA2,390699,2013,Chennai,Petrol,59388,Manual,1,8691
Maruti,Alto 800LXI,295199,2018,Chennai,Petrol,29975,Manual,2,6567
Maruti,Alto K10VXI,308099,2015,Chennai,Petrol,51629,Manual,2,6853
Maruti,IGNISZETA 1.2 K12 DUAL TONE,498599,2017,Chennai,Petrol,42048,Manual,1,11091
Maruti,CelerioZXI,429499,2015,Chennai,Petrol,51864,Manual,1,9554
Maruti,BalenoALPHA 1.2 K12,624699,2016,Chennai,Petrol,29711,Manual,1,13896
Maruti,RitzVDI,306399,2012,Chennai,Diesel,70091,Manual,2,6816
Renault,KwidRXT,341199,2017,Chennai,Petrol,42259,Manual,2,7590
Hyundai,NEW SANTROSPORTZ 1.1,453999,2019,Chennai,Petrol,20728,Manual,1,10099
Maruti,SwiftVXI,632800,2019,Chennai,Petrol,25719,Manual,1,14076
Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,544299,2018,Chennai,Petrol,15116,Manual,1,12108
Maruti,Wagon R 1.0VXI OPT,418899,2017,Chennai,Petrol,42080,Manual,2,9318
Hyundai,i20 Active1.2 S,553999,2015,Chennai,Petrol,48628,Manual,1,12323
Maruti,Wagon R 1.0VXI,354099,2013,Chennai,Petrol,61111,Manual,2,7877
Hyundai,i10SPORTZ 1.2,231899,2009,Chennai,Petrol,61659,Manual,2,5158
